,Company_link,company_name,flag
1585,/company/GAYAHWS,GAYAHWS,1
1586,/company/GAYAPROJ,GAYAPROJ,1
1587,/company/GRCL,GRCL,1
1596,/company/GEPIL,GEPIL,1
1597,/company/GET&D,GET&D,1
1599,/company/GEECEE,GEECEE,1
1600,/company/GEEKAYWIRE,GEEKAYWIRE,1
1602,/company/GEMSPIN,GEMSPIN,1
1608,/company/GICRE,GICRE,1
1610,/company/GENCON,GENCON,1
1615,/company/GENESYS,GENESYS,1
1620,/company/GENSOL,GENSOL,1
1621,/company/GENUSPAPER,GENUSPAPER,1
1622,/company/GENUSPOWER,GENUSPOWER,1
1624,/company/GEOJITFSL,GEOJITFSL,1
1626,/company/GFLLIMITED,GFLLIMITED,1
1629,/company/GHCL,GHCL,1
1630,/company/GHCLTEXTIL,GHCLTEXTIL,1
1632,/company/GICHSGFIN,GICHSGFIN,1
1634,/company/GILLANDERS,GILLANDERS,1
1635,/company/GILLETTE,GILLETTE,1
1638,/company/GINNIFILA,GINNIFILA,1
1640,/company/GIRRESORTS,GIRRESORTS,1
1641,/company/GIRIRAJ,GIRIRAJ,1
1644,/company/GKB,GKB,1
1647,/company/GKWLIMITED,GKWLIMITED,1
1649,/company/GLAND,GLAND,1
1650,/company/GLAXO,GLAXO,1
1652,/company/GLS,GLS,1
1653,/company/GLENMARK,GLENMARK,1
1658,/company/GLOBAL,GLOBAL,1
1659,/company/MEDANTA,MEDANTA,1
1661,/company/GLOBOFFS,GLOBOFFS,1
1662,/company/GLOBALPET,GLOBALPET,1
1663,/company/GSLSU,GSLSU,1
1664,/company/GLOBALVECT,GLOBALVECT,1
1670,/company/GICL,GICL,1
1671,/company/GLOBE,GLOBE,1
1672,/company/GSTL,GSTL,1
1674,/company/GLOBUSSPR,GLOBUSSPR,1
1677,/company/GMBREW,GMBREW,1
1679,/company/GMMPFAUDLR,GMMPFAUDLR,1
1680,/company/GMRINFRA,GMRINFRA,1
1681,/company/GMRP&UI,GMRP&UI,1
1682,/company/GNA,GNA,1
1685,/company/GOCOLORS,GOCOLORS,1
1686,/company/GOACARBON,GOACARBON,1
1689,/company/GOCLCORP,GOCLCORP,1
1691,/company/GPIL,GPIL,1
1692,/company/GODFRYPHLP,GODFRYPHLP,1
1693,/company/GODHA,GODHA,1
1694,/company/GODREJAGRO,GODREJAGRO,1
1695,/company/GODREJCP,GODREJCP,1
1696,/company/GODREJIND,GODREJIND,1
1697,/company/GODREJPROP,GODREJPROP,1
1700,/company/GOENKA,GOENKA,1
1704,/company/GOKEX,GOKEX,1
1705,/company/GOKULAGRO,GOKULAGRO,1
1706,/company/GOKUL,GOKUL,1
1711,/company/GOLDENTOBC,GOLDENTOBC,1
1713,/company/GOLDIAM,GOLDIAM,1
1714,/company/GOLDKART,GOLDKART,1
1716,/company/GOLDSTAR,GOLDSTAR,1
1717,/company/GOLDTECH,GOLDTECH,1
1722,/company/GOODLUCK,GOODLUCK,1
1723,/company/GOODRICKE,GOODRICKE,1
1724,/company/GOODYEAR,GOODYEAR,1
1731,/company/GOVINRUBER,GOVINRUBER,1
1734,/company/GOYALALUM,GOYALALUM,1
1736,/company/GOYALSALT,GOYALSALT,1
1737,/company/GULFPETRO,GULFPETRO,1
1739,/company/GPTINFRA,GPTINFRA,1
1741,/company/GRINFRA,GRINFRA,1
1743,/company/GFSTEELS,GFSTEELS,1
1744,/company/GRANULES,GRANULES,1
1745,/company/GRAPHITE,GRAPHITE,1
1746,/company/GRASIM,GRASIM,1
1748,/company/GRAUWEIL,GRAUWEIL,1
1750,/company/GRAVITA,GRAVITA,1
1753,/company/GREAVESCOT,GREAVESCOT,1
1755,/company/GREENCHEF,GREENCHEF,1
1757,/company/GREENLAM,GREENLAM,1
1758,/company/GREENPANEL,GREENPANEL,1
1759,/company/GREENPLY,GREENPLY,1
1764,/company/GRETEX,GRETEX,1
1765,/company/GRINDWELL,GRINDWELL,1
1766,/company/GRMOVER,GRMOVER,1
1769,/company/GRPLTD,GRPLTD,1
1773,/company/GSS,GSS,1
1774,/company/GTLINFRA,GTLINFRA,1
1775,/company/GTL,GTL,1
1777,/company/GTNIND,GTNIND,1
1778,/company/GTNTEX,GTNTEX,1
1779,/company/GTPL,GTPL,1
1781,/company/GUFICBIO,GUFICBIO,1
1782,/company/GUJALKALI,GUJALKALI,1
1783,/company/GAEL,GAEL,1
1784,/company/GUJAPOLLO,GUJAPOLLO,1
1786,/company/GUJCOTEX,GUJCOTEX,1
1789,/company/FLUOROCHEM,FLUOROCHEM,1
1790,/company/GUJGASLTD,GUJGASLTD,1
1793,/company/GIPCL,GIPCL,1
1796,/company/GLFL,GLFL,1
1799,/company/GMDCLTD,GMDCLTD,1
1801,/company/GNFC,GNFC,1
1804,/company/GPPL,GPPL,1
1806,/company/GUJRAFFIA,GUJRAFFIA,1
1807,/company/GSFC,GSFC,1
1808,/company/GUJSTATFIN,GUJSTATFIN,1
1809,/company/GSPL,GSPL,1
1811,/company/GUJTHEMIS,GUJTHEMIS,1
1814,/company/GULFOILLUB,GULFOILLUB,1
1816,/company/GULPOLY,GULPOLY,1
1819,/company/GVKPIL,GVKPIL,1
1820,/company/GVPTECH,GVPTECH,1
1824,/company/HGINFRA,HGINFRA,1
1833,/company/HAPPSTMNDS,HAPPSTMNDS,1
1838,/company/HARDWYN,HARDWYN,1
1841,/company/HARIAEXPO,HARIAEXPO,1
1842,/company/HARIOMPIPE,HARIOMPIPE,1
1846,/company/HARRMALAYA,HARRMALAYA,1
1847,/company/HARSHA,HARSHA,1
1857,/company/HATHWAY,HATHWAY,1
1858,/company/HATSUN,HATSUN,1
1860,/company/HAVELLS,HAVELLS,1
1862,/company/HAWKINCOOK,HAWKINCOOK,1
1867,/company/HBSL,HBSL,1
1868,/company/HBLPOWER,HBLPOWER,1
1870,/company/HCL-INSYS,HCL-INSYS,1
1871,/company/HCLTECH,HCLTECH,1
1873,/company/HDFCAMC,HDFCAMC,1
1874,/company/HDFCBANK,HDFCBANK,1
1875,/company/HDFCLIFE,HDFCLIFE,1
1876,/company/HEADSUP,HEADSUP,1
1878,/company/HCG,HCG,1
1880,/company/HECPROJECT,HECPROJECT,1
1882,/company/HEG,HEG,1
1883,/company/HEIDELBERG,HEIDELBERG,1
1889,/company/HEMIPROP,HEMIPROP,1
1892,/company/HERANBA,HERANBA,1
1893,/company/HERCULES,HERCULES,1
1894,/company/HERITGFOOD,HERITGFOOD,1
1896,/company/HEROMOTOCO,HEROMOTOCO,1
1897,/company/HESTERBIO,HESTERBIO,1
1898,/company/HEUBACHIND,HEUBACHIND,1
1899,/company/HEXATRADEX,HEXATRADEX,1
1900,/company/HFCL,HFCL,1
1901,/company/HIMGRANITE,HIMGRANITE,1
1903,/company/HIGREEN,HIGREEN,1
1905,/company/HITECH,HITECH,1
1911,/company/HIKAL,HIKAL,1
1912,/company/HIL,HIL,1
1915,/company/HILTON,HILTON,1
1919,/company/HSCL,HSCL,1
1922,/company/HIMATSEIDE,HIMATSEIDE,1
1928,/company/HIRECT,HIRECT,1
1929,/company/HINDALCO,HINDALCO,1
1930,/company/HINDCON,HINDCON,1
1932,/company/HPIL,HPIL,1
1933,/company/HGS,HGS,1
1936,/company/HAL,HAL,1
1943,/company/HINDCOMPOS,HINDCOMPOS,1
1944,/company/HCC,HCC,1
1945,/company/HINDCOPPER,HINDCOPPER,1
1949,/company/HNDFDS,HNDFDS,1
1953,/company/HMVL,HMVL,1
1954,/company/HINDMOTORS,HINDMOTORS,1
1955,/company/HINDOILEXP,HINDOILEXP,1
1956,/company/HOCL,HOCL,1
1957,/company/HINDPETRO,HINDPETRO,1
1958,/company/HINDTINWRK,HINDTINWRK,1
1959,/company/HINDUNILVR,HINDUNILVR,1
1961,/company/HINDZINC,HINDZINC,1
1964,/company/HINDNATGLS,HINDNATGLS,1
1967,/company/HINDWAREAP,HINDWAREAP,1
1970,/company/HISARMETAL,HISARMETAL,1
1973,/company/POWERINDIA,POWERINDIA,1
1975,/company/HITECHCORP,HITECHCORP,1
1977,/company/HLEGLAS,HLEGLAS,1
1978,/company/HLVLTD,HLVLTD,1
1979,/company/HMAAGRO,HMAAGRO,1
1980,/company/HMT,HMT,1
1982,/company/HOLMARC,HOLMARC,1
1983,/company/HOMEFIRST,HOMEFIRST,1
1984,/company/HOMESFY,HOMESFY,1
1985,/company/HONASA,HONASA,1
1986,/company/HONDAPOWER,HONDAPOWER,1
1987,/company/HONAUT,HONAUT,1
1991,/company/HUDCO,HUDCO,1
1992,/company/HDIL,HDIL,1
1993,/company/HOVS,HOVS,1
1997,/company/HPAL,HPAL,1
1999,/company/HPL,HPL,1
2001,/company/HTMEDIA,HTMEDIA,1
2002,/company/HUBTOWN,HUBTOWN,1
2003,/company/HUHTAMAKI,HUHTAMAKI,1
2005,/company/HYBRIDFIN,HYBRIDFIN,1
2009,/company/ICDSLTD,ICDSLTD,1
2010,/company/ICEMAKE,ICEMAKE,1
2011,/company/ICICIBANK,ICICIBANK,1
2012,/company/ICICIGI,ICICIGI,1
2013,/company/ICICIPRULI,ICICIPRULI,1
2014,/company/ISEC,ISEC,1
2015,/company/ICL,ICL,1
2017,/company/ICRA,ICRA,1
2018,/company/IDBI,IDBI,1
2019,/company/IDEAFORGE,IDEAFORGE,1
2021,/company/IDFCFIRSTB,IDFCFIRSTB,1
2022,/company/IDFC,IDFC,1
2026,/company/IFBAGRO,IFBAGRO,1
2027,/company/IFBIND,IFBIND,1
2028,/company/IFCI,IFCI,1
2029,/company/IFGLEXPOR,IFGLEXPOR,1
2031,/company/IGPL,IGPL,1
2032,/company/IGARASHI,IGARASHI,1
2034,/company/IIFL,IIFL,1
2035,/company/IIFLSEC,IIFLSEC,1
2038,/company/IKIO,IKIO,1
2039,/company/IL&FSENGG,IL&FSENGG,1
2040,/company/IVC,IVC,1
2041,/company/IL&FSTRANS,IL&FSTRANS,1
2043,/company/IMAGICAA,IMAGICAA,1
2044,/company/RUCHISTRIP,RUCHISTRIP,1
2045,/company/INDLMETER,INDLMETER,1
2047,/company/IMPEXFERRO,IMPEXFERRO,1
2054,/company/INCREDIBLE,INCREDIBLE,1
2059,/company/INDSWFTLAB,INDSWFTLAB,1
2060,/company/INDSWFTLTD,INDSWFTLTD,1
2063,/company/INDBANK,INDBANK,1
2070,/company/INDIAGLYCO,INDIAGLYCO,1
2073,/company/INDIALEASE,INDIALEASE,1
2074,/company/IMPAL,IMPAL,1
2075,/company/INDNIPPON,INDNIPPON,1
2076,/company/IPL,IPL,1
2077,/company/DPSCLTD,DPSCLTD,1
2079,/company/ISIBARS,ISIBARS,1
2081,/company/ITDC,ITDC,1
2082,/company/IEL,IEL,1
2083,/company/IBULHSGFIN,IBULHSGFIN,1
2084,/company/IBREALEST,IBREALEST,1
2086,/company/INDIAMART,INDIAMART,1
2087,/company/INDIANACRY,INDIANACRY,1
2088,/company/INDIANB,INDIANB,1
2091,/company/INDIANCARD,INDIANCARD,1
2092,/company/IEX,IEX,1
2094,/company/INDIANHUME,INDIANHUME,1
2097,/company/IMFA,IMFA,1
2098,/company/IOC,IOC,1
2099,/company/IOB,IOB,1
2100,/company/IRCTC,IRCTC,1
2101,/company/IRFC,IRFC,1
2102,/company/IREDA,IREDA,1
2103,/company/OSWALSUG,OSWALSUG,1
2105,/company/INDTERRAIN,INDTERRAIN,1
2110,/company/INDIGOPNTS,INDIGOPNTS,1
2114,/company/INDOAMIN,INDOAMIN,1
2115,/company/INDOBORAX,INDOBORAX,1
2118,/company/ICIL,ICIL,1
2121,/company/INDORAMA,INDORAMA,1
2122,/company/INDOTECH,INDOTECH,1
2123,/company/INDOTHAI,INDOTHAI,1
2127,/company/NIPPOBATRY,NIPPOBATRY,1
2128,/company/INDOCO,INDOCO,1
2129,/company/INDOKEM,INDOKEM,1
2131,/company/INDOSTAR,INDOSTAR,1
2132,/company/INDOWIND,INDOWIND,1
2135,/company/IGL,IGL,1
2136,/company/INDRAMEDCO,INDRAMEDCO,1
2142,/company/INDUSTOWER,INDUSTOWER,1
2143,/company/INDUSINDBK,INDUSINDBK,1
2147,/company/IITL,IITL,1
2149,/company/INFIBEAM,INFIBEAM,1
2150,/company/INFINIUM,INFINIUM,1
2152,/company/NAUKRI,NAUKRI,1
2153,/company/INFOBEAN,INFOBEAN,1
2154,/company/INFOLLION,INFOLLION,1
2155,/company/INFOMEDIA,INFOMEDIA,1
2158,/company/INFY,INFY,1
2161,/company/INGERRAND,INGERRAND,1
2165,/company/INNOVANA,INNOVANA,1
2169,/company/INNOVATIVE,INNOVATIVE,1
2172,/company/INOXGREEN,INOXGREEN,1
2173,/company/IWEL,IWEL,1
2174,/company/INOXWIND,INOXWIND,1
2176,/company/INSECTICID,INSECTICID,1
2178,/company/INSPIRE,INSPIRE,1
2179,/company/INSPIRISYS,INSPIRISYS,1
2183,/company/ESSENTIA,ESSENTIA,1
2188,/company/IPSL,IPSL,1
2190,/company/INTELLECT,INTELLECT,1
2192,/company/INTENTECH,INTENTECH,1
2198,/company/INDIGO,INDIGO,1
2200,/company/INTLCONV,INTLCONV,1
2205,/company/INTLTRAVHS,INTLTRAVHS,1
2208,/company/ISFT,ISFT,1
2210,/company/INVENTURE,INVENTURE,1
2213,/company/ESCORTSFIN,ESCORTSFIN,1
2214,/company/IOLCP,IOLCP,1
2215,/company/IONEXCHANG,IONEXCHANG,1
2216,/company/IPRINGLTD,IPRINGLTD,1
2217,/company/IPCALAB,IPCALAB,1
2218,/company/IRB,IRB,1
2220,/company/IRCON,IRCON,1
2221,/company/IRIS,IRIS,1
2222,/company/IRISDOREME,IRISDOREME,1
2223,/company/IRMENERGY,IRMENERGY,1
2227,/company/ISGEC,ISGEC,1
2230,/company/ISHAN,ISHAN,1
2233,/company/ISMTLTD,ISMTLTD,1
2236,/company/ITC,ITC,1
2238,/company/ITDCEM,ITDCEM,1
2239,/company/ITI,ITI,1
2241,/company/IVP,IVP,1
2243,/company/IZMO,IZMO,1
2244,/company/JKIL,JKIL,1
2252,/company/JAGAJITIND,JAGAJITIND,1
2254,/company/JAGRAN,JAGRAN,1
2256,/company/JAGSNPHARM,JAGSNPHARM,1
2257,/company/JAIBALAJI,JAIBALAJI,1
2260,/company/JAICORPLTD,JAICORPLTD,1
2266,/company/JISLJALEQS,JISLJALEQS,1
2267,/company/JISLDVREQS,JISLDVREQS,1
2270,/company/JAINAM,JAINAM,1
2274,/company/JPASSOCIAT,JPASSOCIAT,1
2275,/company/JPPOWER,JPPOWER,1
2276,/company/JAKHARIA,JAKHARIA,1
2277,/company/JALAN,JALAN,1
2281,/company/JAMNAAUTO,JAMNAAUTO,1
2287,/company/JASCHIND,JASCHIND,1
2288,/company/JASH,JASH,1
2293,/company/JAYBARMARU,JAYBARMARU,1
2294,/company/KORE,KORE,1
2295,/company/JAYSREETEA,JAYSREETEA,1
2299,/company/JAYAGROGN,JAYAGROGN,1
2304,/company/JAYNECOIND,JAYNECOIND,1
2308,/company/JKSYNTHETC,JKSYNTHETC,1
2312,/company/JAYDYSTUF,JAYDYSTUF,1
2313,/company/JBCHEPHARM,JBCHEPHARM,1
2314,/company/JBFIND,JBFIND,1
2315,/company/JBMA,JBMA,1
2318,/company/JCT,JCT,1
2319,/company/JDORGOCHEM,JDORGOCHEM,1
2322,/company/JSLL,JSLL,1
2326,/company/JETAIRWAYS,JETAIRWAYS,1
2327,/company/JETFREIGHT,JETFREIGHT,1
2329,/company/JETKNIT,JETKNIT,1
2332,/company/JFLLIFE,JFLLIFE,1
2336,/company/JHS,JHS,1
2339,/company/JINDRILL,JINDRILL,1
2342,/company/JINDALPHOT,JINDALPHOT,1
2343,/company/JINDALPOLY,JINDALPOLY,1
2344,/company/JPOLYINVST,JPOLYINVST,1
2345,/company/JINDALSAW,JINDALSAW,1
2346,/company/JSL,JSL,1
2347,/company/JINDALSTEL,JINDALSTEL,1
2348,/company/JINDWORLD,JINDWORLD,1
2349,/company/JIOFIN,JIOFIN,1
2350,/company/JITFINFRA,JITFINFRA,1
2351,/company/JIWANRAM,JIWANRAM,1
2357,/company/JKCEMENT,JKCEMENT,1
2359,/company/JKLAKSHMI,JKLAKSHMI,1
2360,/company/JKPAPER,JKPAPER,1
2362,/company/JKTYRE,JKTYRE,1
2364,/company/JMFINANCIL,JMFINANCIL,1
2368,/company/JOCIL,JOCIL,1
2369,/company/FLATPROD,FLATPROD,1
2372,/company/JCHAC,JCHAC,1
2387,/company/JSWENERGY,JSWENERGY,1
2388,/company/JSWHL,JSWHL,1
2389,/company/JSWINFRA,JSWINFRA,1
2390,/company/JSWISPL,JSWISPL,1
2391,/company/JSWSTEEL,JSWSTEEL,1
2392,/company/JTEKTINDIA,JTEKTINDIA,1
2393,/company/JTLIND,JTLIND,1
2394,/company/JUBLFOOD,JUBLFOOD,1
2395,/company/JUBLINDS,JUBLINDS,1
2396,/company/JUBLINGREA,JUBLINGREA,1
2397,/company/JUBLPHARMA,JUBLPHARMA,1
2402,/company/JMA,JMA,1
2403,/company/JUMBO,JUMBO,1
2406,/company/JLHL,JLHL,1
2407,/company/JWL,JWL,1
2408,/company/JUSTDIAL,JUSTDIAL,1
2410,/company/JYOTHYLAB,JYOTHYLAB,1
2413,/company/JYOTISTRUC,JYOTISTRUC,1
2415,/company/SHREEKRPOL,SHREEKRPOL,1
2416,/company/KCPSUGIND,KCPSUGIND,1
2417,/company/KMSUGAR,KMSUGAR,1
2418,/company/KPRMILL,KPRMILL,1
2424,/company/KABRAEXTRU,KABRAEXTRU,1
2435,/company/KAJARIACER,KAJARIACER,1
2437,/company/KAKATCEM,KAKATCEM,1
2440,/company/KPIL,KPIL,1
2443,/company/KALYANKJIL,KALYANKJIL,1
2445,/company/KALYANIFRG,KALYANIFRG,1
2446,/company/KICL,KICL,1
2447,/company/KSL,KSL,1
2455,/company/KAMATHOTEL,KAMATHOTEL,1
2457,/company/KAMDHENU,KAMDHENU,1
2458,/company/KAMOPAINTS,KAMOPAINTS,1
2460,/company/KANANIIND,KANANIIND,1
2464,/company/KANDAGIRI,KANDAGIRI,1
2465,/company/KANDARP,KANDARP,1
2466,/company/KANELOIL,KANELOIL,1
2471,/company/KANORICHEM,KANORICHEM,1
2474,/company/KANPRPLA,KANPRPLA,1
2475,/company/KANSAINER,KANSAINER,1
2479,/company/KAPSTON,KAPSTON,1
2480,/company/KARMAENG,KARMAENG,1
2482,/company/KARNIKA,KARNIKA,1
2487,/company/KARURVYSYA,KARURVYSYA,1
2488,/company/KASHYAP,KASHYAP,1
2491,/company/KAUSHALYA,KAUSHALYA,1
2492,/company/KSCL,KSCL,1
2493,/company/KAVVERITEL,KAVVERITEL,1
2496,/company/KAYA,KAYA,1
2498,/company/KAYNES,KAYNES,1
2499,/company/KBCGLOBAL,KBCGLOBAL,1
2505,/company/KCK,KCK,1
2507,/company/KCP,KCP,1
2511,/company/KDDL,KDDL,1
2512,/company/KEC,KEC,1
2514,/company/KEI,KEI,1
2516,/company/KELLTONTEC,KELLTONTEC,1
2521,/company/KENNAMET,KENNAMET,1
2524,/company/KERNEX,KERNEX,1
2525,/company/KESARENT,KESARENT,1
2528,/company/KTIL,KTIL,1
2530,/company/KESORAMIND,KESORAMIND,1
2534,/company/KKCL,KKCL,1
2536,/company/KEYFINSERV,KEYFINSERV,1
2537,/company/RUSTOMJEE,RUSTOMJEE,1
2538,/company/KFINTECH,KFINTECH,1
2539,/company/KGDENIM,KGDENIM,1
2541,/company/KHADIM,KHADIM,1
2542,/company/KHAITANLTD,KHAITANLTD,1
2543,/company/KHAICHEM,KHAICHEM,1
2545,/company/KHANDSE,KHANDSE,1
2552,/company/KHFM,KHFM,1
2561,/company/KILBUNENGG,KILBUNENGG,1
2562,/company/KILITCH,KILITCH,1
2565,/company/KINETICENG,KINETICENG,1
2568,/company/KINGFA,KINGFA,1
2570,/company/KIOCL,KIOCL,1
2575,/company/KIRIINDUS,KIRIINDUS,1
2576,/company/KIRLOSBROS,KIRLOSBROS,1
2578,/company/KECL,KECL,1
2579,/company/KIRLFER,KIRLFER,1
2580,/company/KIRLOSIND,KIRLOSIND,1
2581,/company/KIRLOSENG,KIRLOSENG,1
2582,/company/KIRLPNU,KIRLPNU,1
2585,/company/KITEX,KITEX,1
2587,/company/KJMCFIN,KJMCFIN,1
2594,/company/KKVAPOW,KKVAPOW,1
2601,/company/KNAGRI,KNAGRI,1
2603,/company/KNRCON,KNRCON,1
2605,/company/KODYTECH,KODYTECH,1
2606,/company/KOHINOOR,KOHINOOR,1
2607,/company/KOKUYOCMLN,KOKUYOCMLN,1
2609,/company/KOLTEPATIL,KOLTEPATIL,1
2615,/company/KONTOR,KONTOR,1
2616,/company/KOPRAN,KOPRAN,1
2617,/company/KDL,KDL,1
2618,/company/PHILCORP,PHILCORP,1
2619,/company/KOTAKBANK,KOTAKBANK,1
2621,/company/KOTHARIPET,KOTHARIPET,1
2623,/company/KOTHARIPRO,KOTHARIPRO,1
2624,/company/KOTARISUG,KOTARISUG,1
2626,/company/KOTYARK,KOTYARK,1
2627,/company/KOVAI,KOVAI,1
2628,/company/KLRF,KLRF,1
2630,/company/KPIGREEN,KPIGREEN,1
2631,/company/KPITTECH,KPITTECH,1
2636,/company/KRBL,KRBL,1
2637,/company/KREBSBIO,KREBSBIO,1
2641,/company/KRIDHANINF,KRIDHANINF,1
2643,/company/KRISHANA,KRISHANA,1
2645,/company/KRISHCA,KRISHCA,1
2646,/company/KRISHIVAL,KRISHIVAL,1
2651,/company/KRISHNADEF,KRISHNADEF,1
2652,/company/KRISNAFILA,KRISNAFILA,1
2654,/company/KIMS,KIMS,1
2656,/company/KRITI,KRITI,1
2657,/company/KRITINUT,KRITINUT,1
2658,/company/KRITIKA,KRITIKA,1
2660,/company/KRSNAA,KRSNAA,1
2662,/company/KSB,KSB,1
2663,/company/KSE,KSE,1
2664,/company/KSHITIJPOL,KSHITIJPOL,1
2666,/company/KSOLVES,KSOLVES,1
2667,/company/KUANTUM,KUANTUM,1
2674,/company/KEL,KEL,1
2676,/company/SUZLONFIBR,SUZLONFIBR,1
2685,/company/L&TFH,L&TFH,1
2686,/company/LTTS,LTTS,1
2687,/company/LAOPALA,LAOPALA,1
2694,/company/LAGNAM,LAGNAM,1
2698,/company/LAKSELECON,LAKSELECON,1
2699,/company/LFIC,LFIC,1
2700,/company/LAXMIMACH,LAXMIMACH,1
2701,/company/LAKSHMIMIL,LAKSHMIMIL,1
2702,/company/LAKPRE,LAKPRE,1
2703,/company/LAMBODHARA,LAMBODHARA,1
2705,/company/LANCER,LANCER,1
2708,/company/LANDMARK,LANDMARK,1
2709,/company/LPDC,LPDC,1
2711,/company/LT,LT,1
2712,/company/LASA,LASA,1
2715,/company/LATENTVIEW,LATENTVIEW,1
2716,/company/LATTEYS,LATTEYS,1
2717,/company/LAURUSLABS,LAURUSLABS,1
2720,/company/LAXMICOT,LAXMICOT,1
2721,/company/LGHL,LGHL,1
2722,/company/LXCHEM,LXCHEM,1
2724,/company/LCCINFOTEC,LCCINFOTEC,1
2726,/company/LEMERITE,LEMERITE,1
2728,/company/LRRPL,LRRPL,1
2734,/company/LEMONTREE,LEMONTREE,1
2740,/company/LEXUS,LEXUS,1
2741,/company/LGBBROSLTD,LGBBROSLTD,1
2742,/company/LGBFORGE,LGBFORGE,1
2743,/company/LIBAS,LIBAS,1
2744,/company/LIBERTSHOE,LIBERTSHOE,1
2748,/company/LICHSGFIN,LICHSGFIN,1
2749,/company/LICI,LICI,1
2752,/company/LIKHITHA,LIKHITHA,1
2756,/company/LINC,LINC,1
2757,/company/LINCOLN,LINCOLN,1
2758,/company/LINDEINDIA,LINDEINDIA,1
2765,/company/LKPMERFIN,LKPMERFIN,1
2767,/company/LLOYDSENGG,LLOYDSENGG,1
2769,/company/LLOYDS,LLOYDS,1
2770,/company/LLOYDSME,LLOYDSME,1
2775,/company/LOKESHMACH,LOKESHMACH,1
2778,/company/LORDSCHLO,LORDSCHLO,1
2780,/company/LAL,LAL,1
2782,/company/LOTUSEYE,LOTUSEYE,1
2784,/company/LOVABLE,LOVABLE,1
2786,/company/LOYALTEX,LOYALTEX,1
2787,/company/LTFOODS,LTFOODS,1
2788,/company/LTIM,LTIM,1
2793,/company/LUMAXTECH,LUMAXTECH,1
2794,/company/LUMAXIND,LUMAXIND,1
2795,/company/LUPIN,LUPIN,1
2796,/company/LUXIND,LUXIND,1
2798,/company/LYKALABS,LYKALABS,1
2802,/company/LYPSAGEMS,LYPSAGEMS,1
2807,/company/MAANALU,MAANALU,1
2814,/company/MACPOWER,MACPOWER,1
2816,/company/LODHA,LODHA,1
2818,/company/MCL,MCL,1
2820,/company/MADHAV,MADHAV,1
2821,/company/MADHUCON,MADHUCON,1
2822,/company/MADHURFOOD,MADHURFOOD,1
2824,/company/MADSUDIND,MADSUDIND,1
2825,/company/MADHUSUDAN,MADHUSUDAN,1
2828,/company/MBAPL,MBAPL,1
2830,/company/MPTODAY,MPTODAY,1
2831,/company/MADRASFERT,MADRASFERT,1
2834,/company/MAFATLAIND,MAFATLAIND,1
2836,/company/MAGADSUGAR,MAGADSUGAR,1
2843,/company/MAGNUM,MAGNUM,1
2844,/company/MAGSON,MAGSON,1
2845,/company/MAHAPEXLTD,MAHAPEXLTD,1
2848,/company/MHLXMIRU,MHLXMIRU,1
2851,/company/MAHASTEEL,MAHASTEEL,1
2854,/company/MGL,MGL,1
2855,/company/MTNL,MTNL,1
2857,/company/MAHSCOOTER,MAHSCOOTER,1
2858,/company/MAHSEAMLES,MAHSEAMLES,1
2865,/company/MAHESHWARI,MAHESHWARI,1
2866,/company/MAHICKRA,MAHICKRA,1
2870,/company/MANJEERA,MANJEERA,1
2873,/company/MANKIND,MANKIND,1
2875,/company/MVGJL,MVGJL,1
2876,/company/MANOMAY,MANOMAY,1
2878,/company/MANORAMA,MANORAMA,1
2884,/company/MANUGRAPH,MANUGRAPH,1
2886,/company/MARALOVER,MARALOVER,1
2887,/company/MARATHON,MARATHON,1
2890,/company/MARCO,MARCO,1
2895,/company/MARICO,MARICO,1
2897,/company/MARINE,MARINE,1
2901,/company/MARKSANS,MARKSANS,1
2903,/company/MARSHALL,MARSHALL,1
2909,/company/MARUTI,MARUTI,1
2910,/company/MDL,MDL,1
2912,/company/MASFIN,MASFIN,1
2913,/company/MASKINVEST,MASKINVEST,1
2914,/company/MASTEK,MASTEK,1
2915,/company/MASTER,MASTER,1
2919,/company/MATRIMONY,MATRIMONY,1
2924,/company/MAWANASUG,MAWANASUG,1
2926,/company/MAXESTATES,MAXESTATES,1
2927,/company/MFSL,MFSL,1
2928,/company/MAXHEALTH,MAXHEALTH,1
2929,/company/MAXIND,MAXIND,1
2930,/company/MAXVIL,MAXVIL,1
2940,/company/MAYURUNIQ,MAYURUNIQ,1
2941,/company/MAZDOCK,MAZDOCK,1
2942,/company/MAZDA,MAZDA,1
2944,/company/MBLINFRA,MBLINFRA,1
2947,/company/MCLEODRUSS,MCLEODRUSS,1
2949,/company/MBECL,MBECL,1
2951,/company/MCON,MCON,1
2955,/company/MEDICAPS,MEDICAPS,1
2956,/company/MMWL,MMWL,1
2959,/company/MEDICAMEQ,MEDICAMEQ,1
2961,/company/MEDICO,MEDICO,1
2963,/company/MEDPLUS,MEDPLUS,1
2969,/company/MEGAFLEX,MEGAFLEX,1
2971,/company/MEGASOFT,MEGASOFT,1
2972,/company/MEGASTAR,MEGASTAR,1
2973,/company/MOL,MOL,1
2979,/company/MELSTAR,MELSTAR,1
2982,/company/MENONBE,MENONBE,1
2984,/company/MEP,MEP,1
2996,/company/METALFORGE,METALFORGE,1
2998,/company/METROBRAND,METROBRAND,1
3000,/company/GLOBABOARD,GLOBABOARD,1
3001,/company/METROPOLIS,METROPOLIS,1
3005,/company/MICEL,MICEL,1
